year,st,stateno,state,exp_public_welfare,gini_coef,welfare_spending_percap,x_chip_pregnantwomen,z_ssi_afdc_families_payments,z_tanf_initialelig
1923,MD,20,Maryland,NA,0.46708426,NA,NA,NA,NA
1924,MD,20,Maryland,NA,0.43440789,NA,NA,NA,NA
1925,MD,20,Maryland,NA,0.5072723,NA,NA,NA,NA
1926,MD,20,Maryland,NA,0.51968873,NA,NA,NA,NA
1927,MD,20,Maryland,NA,0.53650832,NA,NA,NA,NA
1928,MD,20,Maryland,NA,0.54806495,NA,NA,NA,NA
1929,MD,20,Maryland,NA,0.57121342,NA,NA,NA,NA
1930,MD,20,Maryland,NA,0.49760151,NA,NA,NA,NA
1931,MD,20,Maryland,NA,0.48594004,NA,NA,NA,NA
1932,MD,20,Maryland,NA,0.45144793,NA,NA,NA,NA
1933,MD,20,Maryland,NA,0.45263842,NA,NA,NA,NA
1934,MD,20,Maryland,NA,0.44375071,NA,NA,NA,NA
1935,MD,20,Maryland,NA,0.44939694,NA,NA,NA,NA
1936,MD,20,Maryland,NA,0.46983382,NA,NA,601.045,NA
1937,MD,20,Maryland,NA,0.44809046,NA,NA,604.217,NA
1938,MD,20,Maryland,NA,0.44748911,NA,NA,614.544,NA
1939,MD,20,Maryland,NA,0.41747692,NA,NA,616.548,NA
1940,MD,20,Maryland,NA,0.39751837,NA,NA,614.83,NA
1941,MD,20,Maryland,NA,0.38230017,NA,NA,606.281,NA
1942,MD,20,Maryland,NA,0.41261059,NA,NA,572.798,NA
1943,MD,20,Maryland,NA,0.4024626,NA,NA,555.931,NA
1944,MD,20,Maryland,NA,0.42042738,NA,NA,583.866,NA
1945,MD,20,Maryland,NA,0.43839219,NA,NA,579.922,NA
1946,MD,20,Maryland,NA,0.42596066,NA,NA,652.549,NA
1947,MD,20,Maryland,NA,0.42309919,NA,NA,884.317,NA
1948,MD,20,Maryland,NA,0.4128229,NA,NA,938.112,NA
1949,MD,20,Maryland,NA,0.42457631,NA,NA,947.852,NA
1950,MD,20,Maryland,NA,0.42654783,NA,NA,879.799,NA
1951,MD,20,Maryland,NA,0.42783821,NA,NA,887.355,NA
1952,MD,20,Maryland,NA,0.42171937,NA,NA,949.235,NA
1953,MD,20,Maryland,NA,0.41255692,NA,NA,971.205,NA
1954,MD,20,Maryland,NA,0.41227433,NA,NA,972.588,NA
1955,MD,20,Maryland,NA,0.41645116,NA,NA,989.308,NA
1956,MD,20,Maryland,NA,0.41146383,NA,NA,1002.45,NA
1957,MD,20,Maryland,NA,0.41620111,NA,NA,991.82,NA
1958,MD,20,Maryland,NA,0.42546687,NA,NA,1064.56,NA
1959,MD,20,Maryland,NA,0.44183707,NA,NA,1131.69,NA
1960,MD,20,Maryland,NA,0.43171129,NA,NA,1119.08,NA
1961,MD,20,Maryland,NA,0.43675828,NA,NA,1154.2,NA
1962,MD,20,Maryland,NA,0.44180527000000003,NA,NA,1187.33,NA
1963,MD,20,Maryland,NA,0.44685227,NA,NA,1212.26,NA
1964,MD,20,Maryland,NA,0.45780683,NA,NA,1184.11,NA
1965,MD,20,Maryland,NA,0.46130636,NA,NA,1281.77,NA
1966,MD,20,Maryland,NA,0.47840708,NA,NA,1141.07,NA
1967,MD,20,Maryland,NA,0.46858314,NA,NA,1143.82,NA
1968,MD,20,Maryland,NA,0.47413111,NA,NA,1064.15,NA
1969,MD,20,Maryland,NA,0.47593507,NA,NA,994.641,NA
1970,MD,20,Maryland,NA,0.44668332,NA,NA,946.363,NA
1971,MD,20,Maryland,NA,0.45000431,NA,NA,888.009,NA
1972,MD,20,Maryland,NA,0.45784384,NA,NA,821.046,NA
1973,MD,20,Maryland,NA,0.4705123,NA,NA,746.173,NA
1974,MD,20,Maryland,NA,0.4668076,NA,NA,741.044,NA
1975,MD,20,Maryland,NA,0.46288145,107.2600021,NA,724.286,NA
1976,MD,20,Maryland,NA,0.47185823,128.0099945,NA,621.869,NA
1977,MD,20,Maryland,NA,0.47203031,136.7599945,NA,624.245,NA
1978,MD,20,Maryland,NA,0.458442,142.0099945,NA,631.159,NA
1979,MD,20,Maryland,NA,0.48010197,154.4499969,NA,619.972,NA
1980,MD,20,Maryland,NA,0.48798114,177.6799927,NA,610.55,NA
1981,MD,20,Maryland,NA,0.46956027,213.9400024,NA,559.313,NA
1982,MD,20,Maryland,NA,0.4727132,212.8099976,NA,585.392,NA
1983,MD,20,Maryland,NA,0.47704658,237.4700012,NA,555.791,NA
1984,MD,20,Maryland,NA,0.48003656,248.6399994,NA,559.206,NA
1985,MD,20,Maryland,NA,0.48657131,271.7000122,NA,577.984,NA
1986,MD,20,Maryland,NA,0.49621677,286.1000061,NA,584.166,NA
1987,MD,20,Maryland,NA,0.51184469,303.4400024,NA,578.628,NA
1988,MD,20,Maryland,NA,0.52892423,327.9599915,NA,598.643,NA
1989,MD,20,Maryland,NA,0.54558825,350.2600098,NA,611.981,NA
1990,MD,20,Maryland,NA,0.54260075,389.7999878,NA,591.823,NA
1991,MD,20,Maryland,NA,0.53705645,434.0499878,NA,560.596,NA
1992,MD,20,Maryland,NA,0.5458613,546.039978,NA,546.942,NA
1993,MD,20,Maryland,NA,0.5388056,542.6799927,NA,NA,NA
1994,MD,20,Maryland,NA,0.53953969,551.8300171,NA,NA,NA
1995,MD,20,Maryland,NA,0.5439322,588.3400269,NA,NA,NA
1996,MD,20,Maryland,NA,0.56299478,578.0499878,NA,NA,829.308
1997,MD,20,Maryland,NA,0.55393422,593.5700073,NA,NA,628.901
1998,MD,20,Maryland,NA,0.56326264,634.460022,200,NA,637.537
1999,MD,20,Maryland,NA,0.57055801,696.0800171,200,NA,642.408
2000,MD,20,Maryland,NA,0.57555991,740.5200195,200,NA,647.306
2001,MD,20,Maryland,NA,0.55912817,798.8800049,250,NA,664.323
2002,MD,20,Maryland,NA,0.54727501,850.3099976,250,NA,699.026
2003,MD,20,Maryland,NA,0.535923,919.0300293,250,NA,682.084
2004,MD,20,Maryland,NA,0.53602785,990.5100098,250,NA,662.991
2005,MD,20,Maryland,NA,0.53975797,1044.5,250,NA,643.714
2006,MD,20,Maryland,NA,0.54638422,1139.949951,250,NA,627.279
2007,MD,20,Maryland,NA,0.54809791,NA,250,NA,675.11
2008,MD,20,Maryland,NA,0.54680204,NA,250,NA,669.357
2009,MD,20,Maryland,NA,0.55649787,NA,250,NA,683.468
2010,MD,20,Maryland,NA,0.57403857,NA,250,NA,672.705
2011,MD,20,Maryland,NA,0.5806607,NA,250,NA,651.846
2012,MD,20,Maryland,9823911,0.59420073,NA,250,NA,638.439
2013,MD,20,Maryland,10044675,0.58817762,NA,NA,NA,626.792
2014,MD,20,Maryland,10835510,NA,NA,NA,NA,NA
2015,MD,20,Maryland,12121427,NA,NA,NA,NA,NA
2016,MD,20,Maryland,11933432,NA,NA,NA,NA,NA
2017,MD,20,Maryland,NA,NA,NA,NA,NA,NA
2018,MD,20,Maryland,NA,NA,NA,NA,NA,NA
2019,MD,20,Maryland,NA,NA,NA,NA,NA,NA
2020,MD,20,Maryland,NA,NA,NA,NA,NA,NA
1900,ME,19,Maine,NA,NA,NA,NA,NA,NA
1901,ME,19,Maine,NA,NA,NA,NA,NA,NA
1902,ME,19,Maine,NA,NA,NA,NA,NA,NA
1903,ME,19,Maine,NA,NA,NA,NA,NA,NA
1904,ME,19,Maine,NA,NA,NA,NA,NA,NA
1905,ME,19,Maine,NA,NA,NA,NA,NA,NA
1906,ME,19,Maine,NA,NA,NA,NA,NA,NA
1907,ME,19,Maine,NA,NA,NA,NA,NA,NA
1908,ME,19,Maine,NA,NA,NA,NA,NA,NA
1909,ME,19,Maine,NA,NA,NA,NA,NA,NA
1910,ME,19,Maine,NA,NA,NA,NA,NA,NA
1911,ME,19,Maine,NA,NA,NA,NA,NA,NA
1912,ME,19,Maine,NA,NA,NA,NA,NA,NA
1913,ME,19,Maine,NA,NA,NA,NA,NA,NA
1914,ME,19,Maine,NA,NA,NA,NA,NA,NA
1915,ME,19,Maine,NA,NA,NA,NA,NA,NA
1916,ME,19,Maine,NA,NA,NA,NA,NA,NA
1917,ME,19,Maine,NA,0.4839651,NA,NA,NA,NA
1918,ME,19,Maine,NA,0.41311958,NA,NA,NA,NA
1919,ME,19,Maine,NA,0.40401971,NA,NA,NA,NA
1920,ME,19,Maine,NA,0.37715694,NA,NA,NA,NA
1921,ME,19,Maine,NA,0.39380199,NA,NA,NA,NA
1922,ME,19,Maine,NA,0.41048986,NA,NA,NA,NA
1923,ME,19,Maine,NA,0.39946839,NA,NA,NA,NA
1924,ME,19,Maine,NA,0.43260354,NA,NA,NA,NA
1925,ME,19,Maine,NA,0.51601875,NA,NA,NA,NA
1926,ME,19,Maine,NA,0.53028041,NA,NA,NA,NA
1927,ME,19,Maine,NA,0.53268987,NA,NA,NA,NA
1928,ME,19,Maine,NA,0.54878783,NA,NA,NA,NA
1929,ME,19,Maine,NA,0.53871453,NA,NA,NA,NA
1930,ME,19,Maine,NA,0.48366281,NA,NA,NA,NA
1931,ME,19,Maine,NA,0.47226015,NA,NA,NA,NA
1932,ME,19,Maine,NA,0.45224988,NA,NA,NA,NA
1933,ME,19,Maine,NA,0.45845509,NA,NA,NA,NA
1934,ME,19,Maine,NA,0.45693064,NA,NA,NA,NA
1935,ME,19,Maine,NA,0.45503011,NA,NA,NA,NA
1936,ME,19,Maine,NA,0.48990023,NA,NA,592.821,NA
1937,ME,19,Maine,NA,0.47640947,NA,NA,591.597,NA
1938,ME,19,Maine,NA,0.57548112,NA,NA,606.475,NA
1939,ME,19,Maine,NA,0.46428132,NA,NA,624.455,NA
1940,ME,19,Maine,NA,0.42477852,NA,NA,635.44,NA
1941,ME,19,Maine,NA,0.40098456,NA,NA,627.004,NA
1942,ME,19,Maine,NA,0.4295035,NA,NA,610.336,NA
1943,ME,19,Maine,NA,0.37721178,NA,NA,651.827,NA
1944,ME,19,Maine,NA,0.41550112,NA,NA,753.066,NA
1945,ME,19,Maine,NA,0.45379043,NA,NA,857.995,NA
1946,ME,19,Maine,NA,0.44076276,NA,NA,890.9,NA
1947,ME,19,Maine,NA,0.4385573,NA,NA,777.443,NA
1948,ME,19,Maine,NA,0.42979193,NA,NA,726.39,NA
1949,ME,19,Maine,NA,0.41940045,NA,NA,634.213,NA
1950,ME,19,Maine,NA,0.41817516,NA,NA,615.363,NA
1951,ME,19,Maine,NA,0.41457358,NA,NA,644.439,NA
1952,ME,19,Maine,NA,0.39965183,NA,NA,633.199,NA
1953,ME,19,Maine,NA,0.39108831,NA,NA,708.354,NA
1954,ME,19,Maine,NA,0.4280262,NA,NA,705.452,NA
1955,ME,19,Maine,NA,0.43863869,NA,NA,724.566,NA
1956,ME,19,Maine,NA,0.44030255,NA,NA,753.148,NA
1957,ME,19,Maine,NA,0.43267834,NA,NA,761.987,NA
1958,ME,19,Maine,NA,0.46142372,NA,NA,738.11,NA
1959,ME,19,Maine,NA,0.44513527,NA,NA,757.727,NA
1960,ME,19,Maine,NA,0.42657733,NA,NA,751.436,NA
1961,ME,19,Maine,NA,0.45545906,NA,NA,793.125,NA
1962,ME,19,Maine,NA,0.42127067,NA,NA,796.079,NA
1963,ME,19,Maine,NA,0.44381037,NA,NA,788.245,NA
1964,ME,19,Maine,NA,0.43890968,NA,NA,751.055,NA
1965,ME,19,Maine,NA,0.44377723,NA,NA,775.335,NA
1966,ME,19,Maine,NA,0.44911864,NA,NA,722.178,NA
1967,ME,19,Maine,NA,0.4695645,NA,NA,689.206,NA
1968,ME,19,Maine,NA,0.44693193,NA,NA,646.308,NA
1969,ME,19,Maine,NA,0.4271144,NA,NA,635.834,NA
1970,ME,19,Maine,NA,0.42629573,NA,NA,747.746,NA
1971,ME,19,Maine,NA,0.47797549,NA,NA,693.093,NA
1972,ME,19,Maine,NA,0.43651229,NA,NA,636.473,NA
1973,ME,19,Maine,NA,0.46515894,NA,NA,576.3,NA
1974,ME,19,Maine,NA,0.46686658,NA,NA,631.52,NA
1975,ME,19,Maine,NA,0.45899063,142.7599945,NA,602.819,NA
1976,ME,19,Maine,NA,0.4641813,141.7799988,NA,619.843,NA
1977,ME,19,Maine,NA,0.49169296,155.3300018,NA,624.143,NA
1978,ME,19,Maine,NA,0.46868429,183.1900024,NA,610.004,NA
1979,ME,19,Maine,NA,0.45926669,199.9600067,NA,613.381,NA
1980,ME,19,Maine,NA,0.47038674,236.1699982,NA,537.586,NA
1981,ME,19,Maine,NA,0.45889494,272.4100037,NA,537.62,NA
1982,ME,19,Maine,NA,0.46964166,287.1499939,NA,593.758,NA
1983,ME,19,Maine,NA,0.4727585,315.1700134,NA,702.798,NA
1984,ME,19,Maine,NA,0.47030252,347.9299927,NA,593.046,NA
1985,ME,19,Maine,NA,0.47344205,375.1499939,NA,629.484,NA
1986,ME,19,Maine,NA,0.4828015,406.7799988,NA,598.727,NA
1987,ME,19,Maine,NA,0.49604699,430.8200073,NA,590.236,NA
1988,ME,19,Maine,NA,0.5119279,452.6400146,NA,598.482,NA
1989,ME,19,Maine,NA,0.5302301,498.3399963,NA,620.374,NA
1990,ME,19,Maine,NA,0.53188455,561.1900024,NA,592.42,NA
1991,ME,19,Maine,NA,0.53101641,710.6699829,NA,578.73,NA
1992,ME,19,Maine,NA,0.53262705,811.5200195,NA,574.947,NA
1993,ME,19,Maine,NA,0.53306937,894.289978,NA,NA,NA
1994,ME,19,Maine,NA,0.53272998,947.4299927,NA,NA,NA
1995,ME,19,Maine,NA,0.53245437,1016.5,NA,NA,NA
1996,ME,19,Maine,NA,0.55426872,1011.679993,NA,NA,808.091
1997,ME,19,Maine,NA,0.53718418,1073.76001,NA,NA,794.981
1998,ME,19,Maine,NA,0.5624066,1119.560059,185,NA,832.505
1999,ME,19,Maine,NA,0.54866427,1122.790039,185,NA,1209.21
2000,ME,19,Maine,NA,0.55258542,1228.5,200,NA,1162.59
2001,ME,19,Maine,NA,0.53582078,1302.859985,200,NA,1131.15
2002,ME,19,Maine,NA,0.53755754,1392.540039,200,NA,1103.74
2003,ME,19,Maine,NA,0.551171,1527.609985,200,NA,1069.97
2004,ME,19,Maine,NA,0.56730843,1747.98999,200,NA,1036.68
2005,ME,19,Maine,NA,0.58454508,1767.25,200,NA,999.313
2006,ME,19,Maine,NA,0.60488021,1892.97998,200,NA,958.463
2007,ME,19,Maine,NA,0.60319716,NA,200,NA,921.921
2008,ME,19,Maine,NA,0.60041386,NA,200,NA,888.17
2009,ME,19,Maine,NA,0.57166344,NA,200,NA,891.737
2010,ME,19,Maine,NA,0.55141556,NA,200,NA,877.694
